web_scraper_start_url,listing_url,title,rating,score,review_count,location_score,price,price_old,currency,preferred-badge,star_rating,squares_rating,score_by_category,property_highlights,address,main_image,description
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/the-cozy-marker.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=761&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023268&from=searchresults","Bienvenido Cozy Madiha","8.9","Excellent","319","","","","","1","","","","","prema wasa,madiha,Matara, 81000 Matara, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/590853070.webp?k=58be631b9e12c90c04511de36ef0c9f8c70103fa12f2f870da73c9b23b809388&o=","Beachfront Location: Bienvenido Cozy Madiha in Matara offers direct beachfront access with stunning sea views. Guests can relax on the terrace or by the year-round outdoor swimming pool.

Spa and Wellness: The hotel features a spa and wellness center, providing relaxation and rejuvenation. Free WiFi is available throughout the property.

Comfortable Accommodations: Rooms include private bathrooms with modern amenities, air-conditioning, balconies, and garden or pool views. Additional facilities include a restaurant, bar, and indoor play area.

Nearby Attractions: Madiha Beach is just a few steps away, while Koggala Airport is 17 mi distant. Other attractions include Hummanaya Blow Hole (19 mi) and Galle Fort (29 mi)."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/diamond-retreat.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=890&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023295&from=searchresults","Diamond Retreat","8.7","Excellent","110","","","","","0","","","","","Miriwella Road, Mirissa, 81740 Mirissa, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/625440560.webp?k=90ec8954915be317ff5fa996263a9fb45cded05988a6a9c61b18b8918f90a481&o=","Beachfront Location: Diamond Retreat in Mirissa offers direct beachfront access and a lush garden. Guests enjoy sea views and a serene setting.

Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, and free WiFi. Additional amenities include soundproofing, tiled floors, and free toiletries.

Dining Options: The hotel provides a full English/Irish and Asian breakfast. An outdoor dining area and a shared kitchen enhance the dining experience.

Nearby Attractions: Mirissa Beach is less than 0.6 mi away. Other points of interest include Galle Fort and Galle Light House, each 21 mi from the hotel. Koggala Airport is 12 mi distant."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/villa-a-amp-a-hikkaduwa.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=483&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023220&from=searchresults","Villa A & A Hikkaduwa","9.3","Wonderful","30","","","","","1","","","Staff 9.8

Facilities 9.4

Cleanliness 9.2

Comfort 9.1

Value for money 9.6

Location 9.5","The entire place is yours

3000 ft² size

Airport shuttle

Free on-site parking

Non-smoking rooms

Sea view

Free Wifi

Private bathroom

Balcony

View","Happy Home, Patuwatha Dodanduwa, 80240 Hikkaduwa, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/262578554.webp?k=3f698b70da372393dbbe67e39ee767522d849a3f5ede5cbe7babd2da82f4c54f&o=","Beachfront Location: Villa A & A Hikkaduwa in Hikkaduwa offers direct beachfront access with stunning sea views. Guests can relax on the sun terrace or explore the lush garden.

Modern Amenities: The villa features free WiFi, air-conditioning, and a fully equipped kitchen. Additional facilities include a private check-in and check-out service, outdoor fireplace, and a 24-hour front desk.

Comfortable Accommodations: With three bedrooms and three bathrooms, the property provides ample space. The living room includes a sofa bed and a dining area, ensuring a comfortable stay.

Nearby Attractions: Narigama Beach is just a few steps away, while Galle Fort and Hikkaduwa Coral Reef are within 9.9 mi. Koggala Airport is 17 mi from the villa."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/ts2w-mountain-cabin.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=345&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023200&from=searchresults","TS2W See More Beach Treehouse","9.5","Exceptional","36","","","","","0","","","Staff 9.5

Facilities 9.5

Cleanliness 9.5

Comfort 9.5

Value for money 9.1

Location 9.3","The entire place is yours

323 ft² size

Breakfast

Sea view

Free Wifi

Private bathroom

Balcony

View

Family rooms

Kitchen","Pubudu Mawatha, 81000 Matara, Sri Lanka","https://q-xx.bstatic.com/xdata/images/hotel/608x352/340009864.webp?k=364fd916418877d31d9d66beae90531a05d6a42954cc76e659fa1a35f4045c3f&o=","Beachfront Location: TS2W See More Beach Treehouse in Matara offers direct beachfront access with stunning sea views. Guests can relax on the balcony or enjoy the private pool.

Garden and Free WiFi: The apartment features a lush garden and free WiFi, providing a serene environment and connectivity.

Comfortable Amenities: The property includes a fully equipped kitchen, private bathroom with bidet, and a comfortable sofa. Additional amenities include a refrigerator, electric kettle, and free toiletries.

Nearby Attractions: Kamburugamuwa Beach is 1.4 mi away, Hummanaya Blow Hole 21 mi, and Galle Fort 29 mi. Koggala Airport is 17 mi from the property.

Guest Favorites: Guests highly rate the location with a view, making it a preferred choice for beachfront holidays."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/golden-beach-guest-house-and-restaurant.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=850&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023289&from=searchresults","Golden Beach Guest House and Restaurant","8.8","Excellent","7","","","","","0","","","Staff 10

Facilities 8.5

Cleanliness 9.5

Comfort 9.5

Value for money 9.5

Location 9.0

Free Wifi 10","","Galle Road, 80244 Hikkaduwa, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/627436310.webp?k=d770f8db012bc4324cdc562ed0b47a40a0fa2f2ab2b89a4e478de8ede815e7b6&o=","Beachfront Location: Golden Beach Guest House and Restaurant in Hikkaduwa offers direct beachfront access and a sun terrace. Guests enjoy sea views and a relaxing atmosphere.

Comfortable Accommodations: Rooms feature private bathrooms with walk-in showers, air-conditioning, and free WiFi. Additional amenities include a patio, kitchenette, and soundproofing.

Dining Experience: The family-friendly restaurant serves British, seafood, and local cuisines for lunch and dinner. Outdoor seating areas provide a pleasant setting.

Nearby Attractions: Narigama Beach is a 2-minute walk away, while Hikkaduwa Coral Reef lies 1.2 mi from the property. Koggala Airport is 18 mi distant. Scuba diving is available in the surroundings."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/river-beach-view.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023132&from=searchresults","River Beach View","10","Exceptional","13","","","","","0","","","Staff 10

Facilities 10

Cleanliness 10

Comfort 10

Value for money 10

Location 9.9","The entire place is yours

141 ft² size

Breakfast

Airport shuttle (free)

Free on-site parking

Pet friendly

Non-smoking rooms

Sea view

Free Wifi

Private bathroom","197/3  Dodanduwa, Hikkaduwa, 80250 Hikkaduwa, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/625813246.webp?k=19f9a51637763c9863ce7b701d7960bb81ac2374f16c258ff3f5e48906482d36&o=","Beachfront Location: River Beach View in Hikkaduwa offers direct beachfront access with stunning sea views. Guests can relax on the terrace or in the garden, enjoying the serene surroundings.

Comfortable Accommodations: The villa features two bedrooms and two bathrooms, a spacious living room, and a fully equipped kitchen. Free WiFi is available throughout the property, ensuring connectivity for all guests.

Convenient Facilities: Private check-in and check-out services, a shared kitchen, and free on-site parking enhance the stay. Additional amenities include an electric vehicle charging station, outdoor seating area, picnic area, and family rooms.

Local Attractions: Dodanduwa Beach is a 7-minute walk away, while Galle Fort is 8.7 mi from the property. Other nearby points of interest include Hikkaduwa Coral Reef (2.9 mi) and Koggala Airport (17 mi)."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/pranaya-villa.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=507&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023223&from=searchresults","Pranaya Villa","9.3","Wonderful","13","","","","","0","","","Staff 9.7

Facilities 9.6

Cleanliness 9.6

Comfort 9.6

Value for money 9.3

Location 8.8","The entire place is yours

Free on-site parking

Non-smoking rooms

Free Wifi

Private bathroom

View

Air conditioning

Kitchen

Shower

Terrace","Pranaya Villa, Samagipura, 81200 Hiriketiya, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/613758647.webp?k=a3de04650d71f75d03b3949660eff11236a0f21185dda6efdf8806010188bbea&o=","Elegant Accommodations: Pranaya Villa in Hiriketiya offers a two-bedroom villa with a living room. The property features a garden, terrace, and bar, complemented by free WiFi.

Comfortable Amenities: Guests enjoy air-conditioning, a fully equipped kitchen, and a dining area. Additional amenities include a patio, outdoor furniture, and a sofa bed.

Convenient Location: Located 1.4 mi from Hiriketiya Beach and 3.7 mi from Hummanaya Blow Hole, the villa is also close to attractions such as Tangalle Lagoon (9.9 mi) and Mulkirigala Rock Monastery (11 mi). Koggala Airport is 34 mi away."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/orkid-villa.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=285&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023193&from=searchresults","Orkid villa","9.6","Exceptional","8","","","","","0","","","Staff 10

Facilities 9.4

Cleanliness 9.4

Comfort 9.4

Value for money 9.9

Location 9.9

Free Wifi 10","The entire place is yours

970 ft² size

Airport shuttle

Free on-site parking

Pet friendly

Free Wifi

Private bathroom

Balcony

View

Air conditioning","Kumara Mawatha, Patuwatha, Dodanduwa, 80750 Hikkaduwa, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/635199278.webp?k=ed82872c1219671c2ea58b9172e904044574523258fe90a774606908b806a6ed&o=","Elegant Accommodations: Orkid villa in Hikkaduwa offers a two-bedroom, two-bathroom villa with a spacious living room. Guests enjoy a private garden and free WiFi throughout the property.

Comfortable Amenities: The villa features air-conditioning, a fully equipped kitchen, balcony with garden views, and a washing machine. Additional amenities include a lounge, shared kitchen, laundry service, and free on-site private parking.

Convenient Location: Located 17 mi from Koggala Airport, the property is a 6-minute walk from Narigama Beach. Nearby attractions include Hikkaduwa Coral Reef (2.6 mi) and Galle Fort (9.3 mi). Scuba diving is available in the surroundings.

Guest Satisfaction: Highly rated by guests, Orkid villa provides a relaxing environment with excellent facilities."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/amanda-beach-villas.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=879&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023295&from=searchresults","Amanda Beach Villas","8.7","Excellent","481","","","","","1","","","","","Dalawella, Unawatuna, 80600 Unawatuna, Sri Lanka","https://r-xx.bstatic.com/xdata/images/hotel/608x352/339969990.webp?k=514d84d28e62822f688cab01bbeaa404e0afbe05f0fdaf077550bc15ffc9c72d&o=","Amanda Beach Villas is located just 1.8 mi from the Unawatuna Railway Station. Free WiFi access is available.

Each room here will provide you with air conditioning, a mini-bar and patio. Complete with a refrigerator, the dining area has an electric kettle and a dining table. Private bathroom comes with a shower and free toiletries. You can enjoy sea view from the balcony.

At Amanda Beach Villas you will find a private beach area and swimming pool. Other facilities offered at the property include an ironing service. An array of activities can be enjoyed on site or in the surroundings, including cycling, fishing and snorkeling. The property offers free parking.

You can enjoy the meals at the in-house restaurant and refreshing alcoholic and nonalcoholic beverages at the bar. Packed lunches can be requested. Room service is available."
"https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201","https://www.booking.com/hotel/lk/moringa-mirissa.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&ucfs=1&arphpl=1&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=757&sr_order=score&nflt=popular_activities%3D302%3Bht_id%3D204%3Bht_id%3D213%3Bht_id%3D201&srpvid=0ef24306319f052d&srepoch=1777023268&from=searchresults","Moringa Mirissa","8.9","Excellent","484","","","","","0","","","","","Sudarshi Mawatha Moringa Mirissa, Vihanga Goda Road, Bandarawatta, 81740 Mirissa, Sri Lanka","https://q-xx.bstatic.com/xdata/images/hotel/608x352/523336632.webp?k=9bb8baf7f4cb41c1b2bb888dcf06f07e3739f999734a5810d328d727f0e4a642&o=","Comfortable Accommodations: Moringa Mirissa in Mirissa offers family rooms with air-conditioning, private bathrooms, and garden or mountain views. Each room includes a dining table, work desk, and free toiletries.

Essential Facilities: Guests enjoy a lush garden and free WiFi. Additional amenities include a 24-hour front desk, paid shuttle service, bicycle parking, and free on-site private parking.

Dining Options: A full English or Irish breakfast is served with warm dishes, fresh pastries, pancakes, cheese, and juice. Asian breakfasts are also available.

Local Attractions: Mirissa Beach is less than 0.6 mi away. Other points of interest include Galle Fort and Galle Light House, each 21 mi from the hotel. Koggala Airport is 13 mi distant."
